0:48:36.580229,0,0,23203653
1:08:31.734839,10,500,23178250
1:57:08.061313,20,1000,23153907
2:55:05.884764,30,1500,23129529
3:51:32.850279,40,2000,23105455
4:39:28.083545,50,2500,23080145
5:04:53.438068,60,3000,23055178
5:19:57.836182,70,3500,23029962
5:28:59.745028,80,4000,23005130
5:35:05.252336,90,4500,22980017
5:39:06.060975,100,5000,22953953
5:42:06.382948,110,5500,22928219
5:44:37.654198,120,6000,22901707
5:46:48.066838,130,6500,22876764
5:48:46.424603,140,7000,22851779
5:50:38.788366,150,7500,22827049
5:52:28.969574,160,8000,22801476
5:54:11.247053,170,8500,22776094
5:55:51.498136,180,9000,22750534
5:57:29.316495,190,9500,22724515
0:02:24.589827,0,0,23203653
0:16:51.210613,10,500,23178740
0:34:02.913150,20,1000,23152218
1:03:03.639136,30,1500,23127030
1:49:23.279407,40,2000,23101428
2:27:16.744614,50,2500,23075742
2:52:52.846847,60,3000,23051470
3:08:54.533873,70,3500,23025937
3:19:08.556168,80,4000,23000118
3:24:30.761329,90,4500,22973956
3:28:41.574957,100,5000,22950291
3:31:53.241036,110,5500,22925207
3:34:34.203812,120,6000,22899666
3:37:03.324969,130,6500,22874393
3:39:24.997925,140,7000,22850232
3:41:42.086603,150,7500,22824283
3:43:58.635004,160,8000,22798021
3:46:09.838659,170,8500,22773608
3:48:18.751204,180,9000,22747539
3:50:26.246002,190,9500,22722304
